age_group,year,sex,race_eth,deaths,crude.rate,cod
80-84 years,2014,Male,Hispanic,33,72.4,other_injury
80-84 years,2015,Female,Hispanic,37,53.0,other_injury
80-84 years,2015,Male,Hispanic,35,74.3,other_injury
80-84 years,2016,Female,Hispanic,35,48.9,other_injury
80-84 years,2016,Male,Hispanic,30,62.1,other_injury
80-84 years,2017,Female,Hispanic,43,58.5,other_injury
80-84 years,2017,Male,Hispanic,47,94.8,other_injury
85-89 years,1999,Female,Hispanic,10,Not Applicable,other_injury
85-89 years,2001,Female,Hispanic,14,Not Applicable,other_injury
85-89 years,2001,Male,Hispanic,10,Not Applicable,other_injury
85-89 years,2002,Female,Hispanic,11,Not Applicable,other_injury
85-89 years,2002,Male,Hispanic,10,Not Applicable,other_injury
85-89 years,2003,Female,Hispanic,10,Not Applicable,other_injury
85-89 years,2003,Male,Hispanic,13,Not Applicable,other_injury
85-89 years,2004,Female,Hispanic,21,Not Applicable,other_injury
85-89 years,2004,Male,Hispanic,16,Not Applicable,other_injury
85-89 years,2005,Female,Hispanic,15,Not Applicable,other_injury
85-89 years,2005,Male,Hispanic,16,Not Applicable,other_injury
85-89 years,2006,Female,Hispanic,14,Not Applicable,other_injury
85-89 years,2006,Male,Hispanic,16,Not Applicable,other_injury
85-89 years,2007,Female,Hispanic,20,Not Applicable,other_injury
85-89 years,2007,Male,Hispanic,20,Not Applicable,other_injury
85-89 years,2008,Female,Hispanic,34,Not Applicable,other_injury
85-89 years,2008,Male,Hispanic,22,Not Applicable,other_injury
85-89 years,2009,Female,Hispanic,29,Not Applicable,other_injury
85-89 years,2009,Male,Hispanic,27,Not Applicable,other_injury
85-89 years,2010,Female,Hispanic,21,Not Applicable,other_injury
85-89 years,2010,Male,Hispanic,27,Not Applicable,other_injury
85-89 years,2011,Female,Hispanic,28,Not Applicable,other_injury
85-89 years,2011,Male,Hispanic,40,Not Applicable,other_injury
85-89 years,2012,Female,Hispanic,32,Not Applicable,other_injury
85-89 years,2012,Male,Hispanic,29,Not Applicable,other_injury
85-89 years,2013,Female,Hispanic,29,Not Applicable,other_injury
85-89 years,2013,Male,Hispanic,35,Not Applicable,other_injury
85-89 years,2014,Female,Hispanic,34,Not Applicable,other_injury
85-89 years,2014,Male,Hispanic,41,Not Applicable,other_injury
85-89 years,2015,Female,Hispanic,31,Not Applicable,other_injury
85-89 years,2015,Male,Hispanic,42,Not Applicable,other_injury
85-89 years,2016,Female,Hispanic,37,Not Applicable,other_injury
85-89 years,2016,Male,Hispanic,53,Not Applicable,other_injury
85-89 years,2017,Female,Hispanic,45,Not Applicable,other_injury
85-89 years,2017,Male,Hispanic,37,Not Applicable,other_injury
90-94 years,2003,Female,Hispanic,10,Not Applicable,other_injury
90-94 years,2004,Female,Hispanic,12,Not Applicable,other_injury
90-94 years,2006,Female,Hispanic,12,Not Applicable,other_injury
90-94 years,2007,Female,Hispanic,10,Not Applicable,other_injury
90-94 years,2007,Male,Hispanic,10,Not Applicable,other_injury
90-94 years,2008,Female,Hispanic,17,Not Applicable,other_injury
90-94 years,2009,Female,Hispanic,10,Not Applicable,other_injury
90-94 years,2009,Male,Hispanic,10,Not Applicable,other_injury
90-94 years,2010,Female,Hispanic,12,Not Applicable,other_injury
90-94 years,2010,Male,Hispanic,13,Not Applicable,other_injury
90-94 years,2011,Female,Hispanic,17,Not Applicable,other_injury
90-94 years,2011,Male,Hispanic,17,Not Applicable,other_injury
90-94 years,2012,Female,Hispanic,20,Not Applicable,other_injury
90-94 years,2012,Male,Hispanic,17,Not Applicable,other_injury
90-94 years,2013,Female,Hispanic,21,Not Applicable,other_injury
90-94 years,2013,Male,Hispanic,16,Not Applicable,other_injury
90-94 years,2014,Female,Hispanic,37,Not Applicable,other_injury
90-94 years,2014,Male,Hispanic,21,Not Applicable,other_injury
90-94 years,2015,Female,Hispanic,34,Not Applicable,other_injury
90-94 years,2015,Male,Hispanic,27,Not Applicable,other_injury
90-94 years,2016,Female,Hispanic,36,Not Applicable,other_injury
90-94 years,2016,Male,Hispanic,14,Not Applicable,other_injury
90-94 years,2017,Female,Hispanic,32,Not Applicable,other_injury
90-94 years,2017,Male,Hispanic,25,Not Applicable,other_injury
95-99 years,2010,Female,Hispanic,15,Not Applicable,other_injury
95-99 years,2011,Female,Hispanic,11,Not Applicable,other_injury
95-99 years,2012,Female,Hispanic,13,Not Applicable,other_injury
95-99 years,2014,Female,Hispanic,10,Not Applicable,other_injury
95-99 years,2015,Female,Hispanic,14,Not Applicable,other_injury
95-99 years,2016,Female,Hispanic,12,Not Applicable,other_injury
Not Stated,1999,Male,Hispanic,13,Not Applicable,other_injury
Not Stated,2001,Male,Hispanic,12,Not Applicable,other_injury
< 1 year,2018,Male,Hispanic,12,Unreliable,other_injury
< 1 year,2019,Female,Hispanic,11,Unreliable,other_injury
< 1 year,2019,Male,Hispanic,12,Unreliable,other_injury
< 1 year,2020,Female,Hispanic,11,Unreliable,other_injury
< 1 year,2021,Male,Hispanic,10,Unreliable,other_injury
< 1 year,2022,Female,Hispanic,11,Unreliable,other_injury
< 1 year,2022,Male,Hispanic,10,Unreliable,other_injury
< 1 year,2023,Male,Hispanic,11,Unreliable,other_injury
1-4 years,2018,Male,Hispanic,19,Unreliable,other_injury
1-4 years,2019,Male,Hispanic,22,4.4,other_injury
1-4 years,2020,Female,Hispanic,12,Unreliable,other_injury
1-4 years,2020,Male,Hispanic,23,4.9,other_injury
1-4 years,2021,Female,Hispanic,14,Unreliable,other_injury
1-4 years,2021,Male,Hispanic,18,Unreliable,other_injury
1-4 years,2022,Female,Hispanic,10,Unreliable,other_injury
1-4 years,2022,Male,Hispanic,17,Unreliable,other_injury
1-4 years,2023,Male,Hispanic,22,5.0,other_injury
10-14 years,2020,Male,Hispanic,12,Unreliable,other_injury
15-19 years,2018,Female,Hispanic,12,Unreliable,other_injury
15-19 years,2018,Male,Hispanic,34,5.2,other_injury
15-19 years,2019,Female,Hispanic,14,Unreliable,other_injury
15-19 years,2019,Male,Hispanic,56,8.6,other_injury
15-19 years,2020,Female,Hispanic,35,5.5,other_injury
15-19 years,2020,Male,Hispanic,126,19.3,other_injury
15-19 years,2021,Female,Hispanic,34,5.2,other_injury
15-19 years,2021,Male,Hispanic,103,15.2,other_injury
15-19 years,2022,Female,Hispanic,35,5.3,other_injury
15-19 years,2022,Male,Hispanic,77,11.3,other_injury
15-19 years,2023,Female,Hispanic,37,5.5,other_injury
15-19 years,2023,Male,Hispanic,68,9.7,other_injury
20-24 years,2018,Female,Hispanic,21,3.3,other_injury
20-24 years,2018,Male,Hispanic,89,13.4,other_injury
20-24 years,2019,Female,Hispanic,30,4.7,other_injury
20-24 years,2019,Male,Hispanic,164,25.2,other_injury
20-24 years,2020,Female,Hispanic,53,8.5,other_injury
20-24 years,2020,Male,Hispanic,328,50.7,other_injury
20-24 years,2021,Female,Hispanic,65,10.4,other_injury
20-24 years,2021,Male,Hispanic,299,46.7,other_injury
20-24 years,2022,Female,Hispanic,71,10.9,other_injury
20-24 years,2022,Male,Hispanic,237,35.1,other_injury
20-24 years,2023,Female,Hispanic,60,9.7,other_injury
20-24 years,2023,Male,Hispanic,209,32.7,other_injury
25-29 years,2018,Female,Hispanic,28,4.3,other_injury
25-29 years,2018,Male,Hispanic,149,21.5,other_injury
25-29 years,2019,Female,Hispanic,37,5.7,other_injury
25-29 years,2019,Male,Hispanic,185,26.6,other_injury
25-29 years,2020,Female,Hispanic,57,8.7,other_injury
25-29 years,2020,Male,Hispanic,337,49.0,other_injury
25-29 years,2021,Female,Hispanic,72,11.3,other_injury
25-29 years,2021,Male,Hispanic,411,62.4,other_injury
25-29 years,2022,Female,Hispanic,75,12.0,other_injury
25-29 years,2022,Male,Hispanic,427,65.8,other_injury
25-29 years,2023,Female,Hispanic,84,13.6,other_injury
25-29 years,2023,Male,Hispanic,400,63.2,other_injury
30-34 years,2018,Female,Hispanic,38,6.7,other_injury
30-34 years,2018,Male,Hispanic,168,27.2,other_injury
30-34 years,2019,Female,Hispanic,39,6.9,other_injury
30-34 years,2019,Male,Hispanic,187,30.0,other_injury
30-34 years,2020,Female,Hispanic,58,10.0,other_injury
30-34 years,2020,Male,Hispanic,293,46.2,other_injury
30-34 years,2021,Female,Hispanic,70,11.8,other_injury
30-34 years,2021,Male,Hispanic,427,66.7,other_injury
30-34 years,2022,Female,Hispanic,81,13.5,other_injury
30-34 years,2022,Male,Hispanic,478,74.1,other_injury
30-34 years,2023,Female,Hispanic,91,14.8,other_injury
30-34 years,2023,Male,Hispanic,528,81.6,other_injury
35-39 years,2018,Female,Hispanic,35,6.4,other_injury
35-39 years,2018,Male,Hispanic,152,26.1,other_injury
35-39 years,2019,Female,Hispanic,41,7.5,other_injury
35-39 years,2019,Male,Hispanic,185,31.6,other_injury
35-39 years,2020,Female,Hispanic,54,9.9,other_injury
35-39 years,2020,Male,Hispanic,290,49.9,other_injury
35-39 years,2021,Female,Hispanic,67,12.3,other_injury
35-39 years,2021,Male,Hispanic,399,66.7,other_injury
35-39 years,2022,Female,Hispanic,73,13.6,other_injury
35-39 years,2022,Male,Hispanic,450,76.0,other_injury
35-39 years,2023,Female,Hispanic,82,15.1,other_injury
35-39 years,2023,Male,Hispanic,467,79.1,other_injury
40-44 years,2018,Female,Hispanic,38,7.4,other_injury
40-44 years,2018,Male,Hispanic,137,26.1,other_injury
40-44 years,2019,Female,Hispanic,41,8.0,other_injury
40-44 years,2019,Male,Hispanic,191,36.4,other_injury
40-44 years,2020,Female,Hispanic,42,8.2,other_injury
40-44 years,2020,Male,Hispanic,251,47.3,other_injury
40-44 years,2021,Female,Hispanic,67,12.9,other_injury
40-44 years,2021,Male,Hispanic,334,60.6,other_injury
40-44 years,2022,Female,Hispanic,78,15.1,other_injury
40-44 years,2022,Male,Hispanic,408,73.4,other_injury
40-44 years,2023,Female,Hispanic,76,14.5,other_injury
40-44 years,2023,Male,Hispanic,433,77.5,other_injury
45-49 years,2018,Female,Hispanic,35,7.1,other_injury
45-49 years,2018,Male,Hispanic,161,32.3,other_injury
45-49 years,2019,Female,Hispanic,39,7.9,other_injury
45-49 years,2019,Male,Hispanic,184,37.2,other_injury
45-49 years,2020,Female,Hispanic,70,14.3,other_injury
45-49 years,2020,Male,Hispanic,236,48.2,other_injury
45-49 years,2021,Female,Hispanic,71,14.4,other_injury
45-49 years,2021,Male,Hispanic,283,56.4,other_injury
45-49 years,2022,Female,Hispanic,55,11.3,other_injury
45-49 years,2022,Male,Hispanic,350,69.6,other_injury
45-49 years,2023,Female,Hispanic,80,16.3,other_injury
45-49 years,2023,Male,Hispanic,356,71.0,other_injury
50-54 years,2018,Female,Hispanic,40,9.2,other_injury
50-54 years,2018,Male,Hispanic,161,36.1,other_injury
50-54 years,2019,Female,Hispanic,37,8.4,other_injury
50-54 years,2019,Male,Hispanic,186,41.4,other_injury
50-54 years,2020,Female,Hispanic,58,13.1,other_injury
50-54 years,2020,Male,Hispanic,242,53.1,other_injury
50-54 years,2021,Female,Hispanic,74,16.2,other_injury
50-54 years,2021,Male,Hispanic,270,56.7,other_injury
50-54 years,2022,Female,Hispanic,69,15.1,other_injury
50-54 years,2022,Male,Hispanic,283,59.1,other_injury
50-54 years,2023,Female,Hispanic,65,14.0,other_injury
50-54 years,2023,Male,Hispanic,312,65.8,other_injury
55-59 years,2018,Female,Hispanic,36,9.6,other_injury
55-59 years,2018,Male,Hispanic,141,38.5,other_injury
55-59 years,2019,Female,Hispanic,42,10.9,other_injury
55-59 years,2019,Male,Hispanic,187,49.7,other_injury
55-59 years,2020,Female,Hispanic,43,11.0,other_injury
55-59 years,2020,Male,Hispanic,259,67.5,other_injury
55-59 years,2021,Female,Hispanic,70,17.5,other_injury
55-59 years,2021,Male,Hispanic,272,66.8,other_injury
55-59 years,2022,Female,Hispanic,63,15.7,other_injury
55-59 years,2022,Male,Hispanic,275,66.7,other_injury
55-59 years,2023,Female,Hispanic,72,17.6,other_injury
55-59 years,2023,Male,Hispanic,309,73.4,other_injury
60-64 years ,2018,Female,Hispanic,22,7.3,other_injury
60-64 years ,2018,Male,Hispanic,96,34.5,other_injury
60-64 years ,2019,Female,Hispanic,38,12.2,other_injury
60-64 years ,2019,Male,Hispanic,120,41.5,other_injury
60-64 years ,2020,Female,Hispanic,57,17.7,other_injury
60-64 years ,2020,Male,Hispanic,153,50.7,other_injury
60-64 years ,2021,Female,Hispanic,42,12.7,other_injury
60-64 years ,2021,Male,Hispanic,198,61.7,other_injury
60-64 years ,2022,Female,Hispanic,65,19.3,other_injury
60-64 years ,2022,Male,Hispanic,203,61.8,other_injury
60-64 years ,2023,Female,Hispanic,63,18.0,other_injury
60-64 years ,2023,Male,Hispanic,232,68.3,other_injury
65-69 years,2018,Female,Hispanic,31,14.0,other_injury
65-69 years,2018,Male,Hispanic,78,40.6,other_injury
65-69 years,2019,Female,Hispanic,31,13.4,other_injury
65-69 years,2019,Male,Hispanic,64,31.8,other_injury
65-69 years,2020,Female,Hispanic,33,13.6,other_injury
65-69 years,2020,Male,Hispanic,106,49.9,other_injury
65-69 years,2021,Female,Hispanic,34,13.4,other_injury
65-69 years,2021,Male,Hispanic,119,51.9,other_injury
65-69 years,2022,Female,Hispanic,31,11.8,other_injury
65-69 years,2022,Male,Hispanic,129,54.3,other_injury
65-69 years,2023,Female,Hispanic,52,18.9,other_injury
65-69 years,2023,Male,Hispanic,129,51.6,other_injury
70-74 years,2018,Female,Hispanic,18,Unreliable,other_injury
70-74 years,2018,Male,Hispanic,52,40.7,other_injury
70-74 years,2019,Female,Hispanic,24,14.4,other_injury
70-74 years,2019,Male,Hispanic,62,45.6,other_injury
70-74 years,2020,Female,Hispanic,20,11.4,other_injury
70-74 years,2020,Male,Hispanic,64,44.5,other_injury
70-74 years,2021,Female,Hispanic,31,17.0,other_injury
70-74 years,2021,Male,Hispanic,71,46.1,other_injury
70-74 years,2022,Female,Hispanic,30,16.0,other_injury
70-74 years,2022,Male,Hispanic,60,38.0,other_injury
70-74 years,2023,Female,Hispanic,39,19.6,other_injury
70-74 years,2023,Male,Hispanic,70,41.9,other_injury
75-79 years,2018,Female,Hispanic,25,22.9,other_injury
75-79 years,2018,Male,Hispanic,36,45.2,other_injury
75-79 years,2019,Female,Hispanic,33,28.8,other_injury
75-79 years,2019,Male,Hispanic,55,65.9,other_injury
75-79 years,2020,Female,Hispanic,29,24.3,other_injury
75-79 years,2020,Male,Hispanic,40,45.8,other_injury
75-79 years,2021,Female,Hispanic,35,29.2,other_injury
75-79 years,2021,Male,Hispanic,50,55.4,other_injury
75-79 years,2022,Female,Hispanic,30,23.4,other_injury
75-79 years,2022,Male,Hispanic,46,47.1,other_injury
75-79 years,2023,Female,Hispanic,38,28.0,other_injury
75-79 years,2023,Male,Hispanic,42,40.0,other_injury
80-84 years,2018,Female,Hispanic,39,51.5,other_injury
80-84 years,2018,Male,Hispanic,38,74.1,other_injury
80-84 years,2019,Female,Hispanic,42,52.7,other_injury
80-84 years,2019,Male,Hispanic,48,88.5,other_injury
80-84 years,2020,Female,Hispanic,40,48.9,other_injury
80-84 years,2020,Male,Hispanic,45,80.3,other_injury
80-84 years,2021,Female,Hispanic,40,49.8,other_injury
80-84 years,2021,Male,Hispanic,52,93.7,other_injury
80-84 years,2022,Female,Hispanic,58,68.7,other_injury
80-84 years,2022,Male,Hispanic,54,94.4,other_injury
80-84 years,2023,Female,Hispanic,50,57.7,other_injury
80-84 years,2023,Male,Hispanic,49,82.7,other_injury
85-89 years,2018,Female,Hispanic,31,Not Applicable,other_injury
85-89 years,2018,Male,Hispanic,36,Not Applicable,other_injury
85-89 years,2019,Female,Hispanic,39,Not Applicable,other_injury
85-89 years,2019,Male,Hispanic,46,Not Applicable,other_injury
85-89 years,2020,Female,Hispanic,36,Not Applicable,other_injury
85-89 years,2020,Male,Hispanic,51,Not Applicable,other_injury
85-89 years,2021,Female,Hispanic,54,Not Applicable,other_injury
85-89 years,2021,Male,Hispanic,48,Not Applicable,other_injury
85-89 years,2022,Female,Hispanic,46,Not Applicable,other_injury
85-89 years,2022,Male,Hispanic,50,Not Applicable,other_injury
85-89 years,2023,Female,Hispanic,45,Not Applicable,other_injury
85-89 years,2023,Male,Hispanic,50,Not Applicable,other_injury
90-94 years,2018,Female,Hispanic,35,Not Applicable,other_injury
90-94 years,2018,Male,Hispanic,31,Not Applicable,other_injury
90-94 years,2019,Female,Hispanic,38,Not Applicable,other_injury
90-94 years,2019,Male,Hispanic,29,Not Applicable,other_injury
90-94 years,2020,Female,Hispanic,31,Not Applicable,other_injury
90-94 years,2020,Male,Hispanic,33,Not Applicable,other_injury
90-94 years,2021,Female,Hispanic,43,Not Applicable,other_injury
90-94 years,2021,Male,Hispanic,24,Not Applicable,other_injury
90-94 years,2022,Female,Hispanic,41,Not Applicable,other_injury
90-94 years,2022,Male,Hispanic,35,Not Applicable,other_injury
90-94 years,2023,Female,Hispanic,47,Not Applicable,other_injury
90-94 years,2023,Male,Hispanic,31,Not Applicable,other_injury
95-99 years,2018,Female,Hispanic,26,Not Applicable,other_injury
95-99 years,2018,Male,Hispanic,13,Not Applicable,other_injury
95-99 years,2019,Female,Hispanic,21,Not Applicable,other_injury
95-99 years,2019,Male,Hispanic,11,Not Applicable,other_injury
95-99 years,2020,Female,Hispanic,18,Not Applicable,other_injury
95-99 years,2020,Male,Hispanic,12,Not Applicable,other_injury
95-99 years,2021,Female,Hispanic,11,Not Applicable,other_injury
95-99 years,2021,Male,Hispanic,12,Not Applicable,other_injury
95-99 years,2022,Female,Hispanic,19,Not Applicable,other_injury
95-99 years,2022,Male,Hispanic,11,Not Applicable,other_injury
95-99 years,2023,Female,Hispanic,21,Not Applicable,other_injury
95-99 years,2023,Male,Hispanic,11,Not Applicable,other_injury
10-14 years,2000,Male,White,10,Unreliable,suicide
10-14 years,2017,Male,White,11,Unreliable,suicide
15-19 years,1999,Female,White,13,Unreliable,suicide
15-19 years,1999,Male,White,38,7.8,suicide
15-19 years,2000,Female,White,12,Unreliable,suicide
15-19 years,2000,Male,White,45,9.1,suicide
15-19 years,2001,Male,White,54,10.9,suicide
15-19 years,2002,Female,White,14,Unreliable,suicide
15-19 years,2002,Male,White,49,9.8,suicide
15-19 years,2003,Female,White,15,Unreliable,suicide
15-19 years,2003,Male,White,50,10.0,suicide
15-19 years,2004,Female,White,21,4.4,suicide
15-19 years,2004,Male,Black or African American,10,Unreliable,suicide
15-19 years,2004,Male,White,53,10.5,suicide
15-19 years,2005,Female,White,16,Unreliable,suicide
15-19 years,2005,Male,White,53,10.4,suicide
15-19 years,2006,Female,White,15,Unreliable,suicide
15-19 years,2006,Male,White,60,11.8,suicide
15-19 years,2007,Male,White,52,10.3,suicide
15-19 years,2008,Female,White,14,Unreliable,suicide
15-19 years,2008,Male,White,51,10.3,suicide
15-19 years,2009,Female,White,16,Unreliable,suicide
15-19 years,2009,Male,White,54,11.2,suicide
15-19 years,2010,Female,White,15,Unreliable,suicide
15-19 years,2010,Male,White,49,10.5,suicide
15-19 years,2011,Female,White,16,Unreliable,suicide
15-19 years,2011,Male,White,62,13.9,suicide
15-19 years,2012,Female,White,13,Unreliable,suicide
15-19 years,2012,Male,White,46,10.6,suicide
15-19 years,2013,Female,White,18,Unreliable,suicide
15-19 years,2013,Male,Black or African American,10,Unreliable,suicide
15-19 years,2013,Male,White,42,10.0,suicide
15-19 years,2014,Female,White,16,Unreliable,suicide
15-19 years,2014,Male,White,41,10.0,suicide
15-19 years,2015,Female,White,13,Unreliable,suicide
15-19 years,2015,Male,White,59,14.7,suicide
15-19 years,2016,Female,White,14,Unreliable,suicide
15-19 years,2016,Male,White,55,14.0,suicide
15-19 years,2017,Female,White,16,Unreliable,suicide
15-19 years,2017,Male,White,57,14.8,suicide
20-24 years,1999,Female,White,14,Unreliable,suicide
20-24 years,1999,Male,Black or African American,14,Unreliable,suicide
20-24 years,1999,Male,White,104,23.3,suicide
20-24 years,2000,Female,White,13,Unreliable,suicide
20-24 years,2000,Male,Black or African American,14,Unreliable,suicide
20-24 years,2000,Male,White,92,20.2,suicide
20-24 years,2001,Female,White,14,Unreliable,suicide
20-24 years,2001,Male,Black or African American,12,Unreliable,suicide
20-24 years,2001,Male,White,93,19.3,suicide
20-24 years,2002,Female,White,26,5.6,suicide
20-24 years,2002,Male,Black or African American,12,Unreliable,suicide
20-24 years,2002,Male,White,87,17.7,suicide
20-24 years,2003,Female,White,26,5.5,suicide
20-24 years,2003,Male,Black or African American,14,Unreliable,suicide
20-24 years,2003,Male,White,100,20.4,suicide
20-24 years,2004,Female,White,26,5.5,suicide
20-24 years,2004,Male,Black or African American,12,Unreliable,suicide
20-24 years,2004,Male,White,104,20.9,suicide
20-24 years,2005,Female,White,19,Unreliable,suicide
20-24 years,2005,Male,Black or African American,15,Unreliable,suicide
20-24 years,2005,Male,White,94,18.7,suicide
20-24 years,2006,Female,White,11,Unreliable,suicide
20-24 years,2006,Male,Black or African American,10,Unreliable,suicide
20-24 years,2006,Male,White,103,20.6,suicide
20-24 years,2007,Female,White,15,Unreliable,suicide
20-24 years,2007,Male,Black or African American,18,Unreliable,suicide
20-24 years,2007,Male,White,94,18.6,suicide
20-24 years,2008,Female,White,27,5.8,suicide
20-24 years,2008,Male,Black or African American,16,Unreliable,suicide
20-24 years,2008,Male,White,107,21.2,suicide
20-24 years,2009,Female,White,22,4.7,suicide
20-24 years,2009,Male,Black or African American,14,Unreliable,suicide
20-24 years,2009,Male,White,96,19.0,suicide
20-24 years,2010,Female,White,21,4.5,suicide
20-24 years,2010,Male,Black or African American,17,Unreliable,suicide
20-24 years,2010,Male,White,101,20.0,suicide
20-24 years,2011,Female,White,25,5.3,suicide
20-24 years,2011,Male,Black or African American,17,Unreliable,suicide
20-24 years,2011,Male,White,95,18.5,suicide
20-24 years,2012,Female,White,23,4.8,suicide
20-24 years,2012,Male,Black or African American,19,Unreliable,suicide
20-24 years,2012,Male,White,100,19.4,suicide
20-24 years,2013,Female,White,32,6.8,suicide
20-24 years,2013,Male,Black or African American,20,18.4,suicide
20-24 years,2013,Male,White,111,21.8,suicide
20-24 years,2014,Female,White,20,4.4,suicide
20-24 years,2014,Male,Black or African American,13,Unreliable,suicide
20-24 years,2014,Male,White,104,20.9,suicide
20-24 years,2015,Female,White,28,6.4,suicide
20-24 years,2015,Male,Black or African American,13,Unreliable,suicide
20-24 years,2015,Male,White,100,20.7,suicide
20-24 years,2016,Female,White,27,6.5,suicide
20-24 years,2016,Male,Black or African American,22,21.1,suicide
20-24 years,2016,Male,White,103,22.2,suicide
20-24 years,2017,Female,White,23,5.7,suicide
20-24 years,2017,Male,Black or African American,20,19.8,suicide
20-24 years,2017,Male,White,98,22.0,suicide
25-29 years,1999,Female,White,28,5.6,suicide
25-29 years,1999,Male,Black or African American,17,Unreliable,suicide
25-29 years,1999,Male,White,94,18.2,suicide
25-29 years,2000,Female,White,22,4.6,suicide
25-29 years,2000,Male,Black or African American,19,Unreliable,suicide
25-29 years,2000,Male,White,101,20.1,suicide
25-29 years,2001,Female,White,21,4.6,suicide
25-29 years,2001,Male,White,94,19.6,suicide
25-29 years,2002,Female,White,26,5.9,suicide
25-29 years,2002,Male,Black or African American,21,27.8,suicide
25-29 years,2002,Male,White,97,20.7,suicide
25-29 years,2003,Female,White,28,6.3,suicide
25-29 years,2003,Male,Black or African American,15,Unreliable,suicide
25-29 years,2003,Male,White,99,21.3,suicide
25-29 years,2004,Female,White,18,Unreliable,suicide
25-29 years,2004,Male,Black or African American,11,Unreliable,suicide
25-29 years,2004,Male,White,91,19.3,suicide
25-29 years,2005,Female,White,26,5.6,suicide
25-29 years,2005,Male,Black or African American,16,Unreliable,suicide
25-29 years,2005,Male,White,73,15.3,suicide
25-29 years,2006,Female,White,22,4.6,suicide
25-29 years,2006,Male,Black or African American,11,Unreliable,suicide
25-29 years,2006,Male,White,87,17.7,suicide
25-29 years,2007,Female,White,18,Unreliable,suicide
25-29 years,2007,Male,Black or African American,17,Unreliable,suicide
25-29 years,2007,Male,White,116,23.4,suicide
25-29 years,2008,Female,White,37,7.6,suicide
25-29 years,2008,Male,Black or African American,16,Unreliable,suicide
25-29 years,2008,Male,White,99,19.5,suicide
25-29 years,2009,Female,White,26,5.4,suicide
25-29 years,2009,Male,Black or African American,10,Unreliable,suicide
25-29 years,2009,Male,White,94,18.3,suicide
25-29 years,2010,Female,White,33,6.8,suicide
25-29 years,2010,Male,White,91,17.7,suicide
25-29 years,2011,Female,White,29,6.0,suicide
25-29 years,2011,Male,Black or African American,15,Unreliable,suicide
25-29 years,2011,Male,White,123,23.8,suicide
25-29 years,2012,Female,White,33,6.8,suicide
25-29 years,2012,Male,Black or African American,12,Unreliable,suicide
25-29 years,2012,Male,White,125,24.1,suicide
25-29 years,2013,Female,White,31,6.3,suicide
25-29 years,2013,Male,Black or African American,15,Unreliable,suicide
25-29 years,2013,Male,White,113,21.5,suicide
25-29 years,2014,Female,White,30,6.0,suicide
25-29 years,2014,Male,Black or African American,18,Unreliable,suicide
25-29 years,2014,Male,White,130,24.2,suicide
25-29 years,2015,Female,White,44,8.7,suicide
25-29 years,2015,Male,Black or African American,10,Unreliable,suicide
25-29 years,2015,Male,White,142,25.8,suicide
25-29 years,2016,Female,White,31,6.0,suicide
25-29 years,2016,Male,Black or African American,26,24.0,suicide
25-29 years,2016,Male,White,137,24.7,suicide
25-29 years,2017,Female,White,34,6.7,suicide
25-29 years,2017,Male,Black or African American,17,Unreliable,suicide
25-29 years,2017,Male,White,150,27.2,suicide
30-34 years,1999,Female,White,46,7.9,suicide
30-34 years,1999,Male,White,145,23.9,suicide
30-34 years,2000,Female,White,31,5.5,suicide
30-34 years,2000,Male,Black or African American,14,Unreliable,suicide
30-34 years,2000,Male,White,129,21.9,suicide
30-34 years,2001,Female,White,27,4.8,suicide
30-34 years,2001,Male,White,130,22.2,suicide
30-34 years,2002,Female,White,38,7.0,suicide
30-34 years,2002,Male,Black or African American,13,Unreliable,suicide
30-34 years,2002,Male,White,121,21.2,suicide
30-34 years,2003,Female,White,41,7.9,suicide
30-34 years,2003,Male,Black or African American,16,Unreliable,suicide
30-34 years,2003,Male,White,146,26.6,suicide
30-34 years,2004,Female,White,43,8.7,suicide
30-34 years,2004,Male,Black or African American,14,Unreliable,suicide
30-34 years,2004,Male,White,111,21.2,suicide
30-34 years,2005,Female,White,30,6.5,suicide
30-34 years,2005,Male,White,90,18.4,suicide
30-34 years,2006,Female,White,28,6.5,suicide
30-34 years,2006,Male,Black or African American,13,Unreliable,suicide
30-34 years,2006,Male,White,96,20.7,suicide
30-34 years,2007,Female,White,28,6.6,suicide
30-34 years,2007,Male,Black or African American,17,Unreliable,suicide
30-34 years,2007,Male,White,102,22.5,suicide
30-34 years,2008,Female,White,31,7.4,suicide
30-34 years,2008,Male,Black or African American,17,Unreliable,suicide
30-34 years,2008,Male,White,100,22.1,suicide
30-34 years,2009,Female,White,31,7.2,suicide
30-34 years,2009,Male,White,102,22.1,suicide
30-34 years,2010,Female,White,30,6.8,suicide
30-34 years,2010,Male,Black or African American,16,Unreliable,suicide
30-34 years,2010,Male,White,102,21.8,suicide
30-34 years,2011,Female,White,28,6.2,suicide
30-34 years,2011,Male,Black or African American,17,Unreliable,suicide
30-34 years,2011,Male,White,122,25.3,suicide
30-34 years,2012,Female,White,21,4.5,suicide
30-34 years,2012,Male,Black or African American,26,31.8,suicide
30-34 years,2012,Male,White,120,24.2,suicide
30-34 years,2013,Female,White,37,7.8,suicide
30-34 years,2013,Male,Black or African American,14,Unreliable,suicide
30-34 years,2013,Male,White,115,22.6,suicide
30-34 years,2014,Female,White,28,5.8,suicide
30-34 years,2014,Male,White,121,23.4,suicide
